data/55.400+160;185;560;33.035714285714285;101.19071
data/10.500+50;481;550;87.45454545454545;22.701272
data/9.200-40;122;160;76.25;1.529774
data/113.500-8;161;492;32.72357723577235;1.655595
data/62.400-80;261;320;81.5625;13.904296
data/20.300+30;117;330;35.45454545454545;4.048658
data/9.200+20;151;220;68.63636363636364;1.111236
data/25.500+200;111;700;15.857142857142856;253.293783
data/55.300-120;101;180;56.111111111111114;4.521292
data/18.200+20;123;220;55.90909090909091;1.140431
data/55.400-80;194;320;60.62499999999999;11.00639
data/68.400+160;236;560;42.142857142857146;115.544237
data/10.500-200;487;300;162.33333333333334;29.221226
data/68.400-80;259;320;80.9375;13.793465
data/55.300-60;93;240;38.75;5.353874
data/35.200+20;114;220;51.81818181818182;0.85075
data/62.400+40;255;440;57.95454545454546;10.177976
data/53.500+200;322;700;46.0;254.524629
data/25.500+50;390;550;70.9090909090909;18.807935
data/62.400+160;200;560;35.714285714285715;94.683247
data/18.200-40;94;160;58.75;1.485085
data/20.300+120;210;420;50.0;45.041623
data/58.300+120;96;420;22.857142857142858;42.761722
data/58.300-60;205;240;85.41666666666666;6.289429
data/55.300+120;75;420;17.857142857142858;36.79557
data/55.400+40;157;440;35.68181818181818;10.606853
data/35.200+80;123;280;43.92857142857143;5.218537
data/35.200-80;121;120;100.83333333333333;1.286096
data/55.300+30;91;330;27.575757575757574;4.419989
data/18.200+80;132;280;47.14285714285714;9.164394
data/58.300-120;137;180;76.11111111111111;4.295462
data/58.300+30;100;330;30.303030303030305;3.381222
data/68.400-160;259;240;107.91666666666666;13.545293
data/53.500-200;324;300;108.0;30.208548
data/28.500-18;251;482;52.074688796680505;2.166001
data/25.500-100;387;400;96.75;31.508445
data/25.500-200;183;300;61.0;18.462142
data/10.500-100;482;400;120.5;27.892884
data/35.200-40;118;160;73.75;1.279489
data/55.400-160;194;240;80.83333333333333;10.131885
data/59.500-2;355;498;71.285140562249;1.347105
data/144.500-12;221;488;45.28688524590164;1.604764
data/10.500+200;181;700;25.857142857142858;247.070936
data/62.400-160;193;240;80.41666666666667;9.041409
data/20.300-60;112;240;46.666666666666664;4.798965
data/18.200-80;84;120;70.0;1.256643
data/20.300-120;95;180;52.77777777777778;3.133835